"","PRICE","TAVG","TMAX","TMIN","PRCPCUM","PRCPMAX","MAXDAYSNOPRCP","WINTER","SPRING","SUMMER","PAVG1","PMAX1","PMIN1","PAVG2","PMAX2","PMIN2","PAVG3","PMAX3","PMIN3","PAVG4","PMAX4","PMIN4"
"2626",9,20.16,32.5,5.8,255,64.5,137,0,0,0,9,9.5,8.5,9,9.5,8.5,12,12.5,11.5,12,12.5,11.5
"2628",9,20.14,32.5,5.8,255,64.5,137,0,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,12,12.5,11.5
"2630",9,20.08,32.5,5.8,250.2,64.5,117,0,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5
"2632",10,20.07,32.5,5.8,250.2,64.5,116,0,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5
"2634",10,20.04,32.5,5.8,243.1,64.5,115,0,0,0,10,10.5,9.5,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5
"2636",10,20.04,32.5,5.8,243.1,64.5,114,0,0,0,10,10.5,9.5,10,10.5,9.5,9,9.5,8.5,9,9.5,8.5
"2638",10,20.02,32.5,5.8,243.1,64.5,113,0,0,0,10,10.5,9.5,10,10.5,9.5,10,10.5,9.5,9,9.5,8.5
"2639",9.5,22.8,32.2,9.5,357,97.3,127,0,0,0,8,8.5,7.5,8,8.5,7.5,8,8.5,7.5,7.5,8,7
"2640",10,19.93,32.5,5.8,241.3,64.5,111,0,0,0,10,10.5,9.5,10,10.5,9.5,10,10.5,9.5,10,10.5,9.5
"2641",9.5,22.76,32.2,9.5,339.5,97.3,124,0,0,0,9.5,10,9,8,8.5,7.5,8,8.5,7.5,8,8.5,7.5
"2642",8,19.91,32.5,5.8,241.3,64.5,125,0,0,0,10,10.5,9.5,10,10.5,9.5,10,10.5,9.5,10,10.5,9.5
"2643",9,22.75,32.2,9.5,339.5,97.3,125,0,0,0,9.5,10,9,9.5,10,9,8,8.5,7.5,8,8.5,7.5
"2644",8,19.88,32.5,5.8,241.3,64.5,125,0,0,0,8,8.5,7.5,10,10.5,9.5,10,10.5,9.5,10,10.5,9.5
"2645",9,22.73,32.2,9.5,339.5,97.3,125,0,0,0,9,9.5,8.5,9.5,10,9,9.5,10,9,8,8.5,7.5
"2646",8,19.86,32.5,5.8,241.3,64.5,125,0,0,0,8,8.5,7.5,8,8.5,7.5,10,10.5,9.5,10,10.5,9.5
"2647",9,22.71,32.2,9.5,339.5,97.3,137,0,0,0,9,9.5,8.5,9,9.5,8.5,9.5,10,9,9.5,10,9
"2648",8,19.8,32.5,5.8,241.3,64.5,125,0,0,0,8,8.5,7.5,8,8.5,7.5,8,8.5,7.5,10,10.5,9.5
"2649",9,22.71,32.2,9.5,339.5,97.3,137,0,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,9.5,10,9
"2650",8,19.72,32.5,5.8,233.9,64.5,125,1,0,0,8,8.5,7.5,8,8.5,7.5,8,8.5,7.5,8,8.5,7.5
"2651",9,22.67,32.2,9.5,336.4,97.3,129,1,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5
"2652",8,19.69,32.5,5.8,233.9,64.5,125,1,0,0,8,8.5,7.5,8,8.5,7.5,8,8.5,7.5,8,8.5,7.5
"2653",9,22.66,32.2,9.5,336.4,97.3,129,1,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5
"2654",8,19.59,32.5,5.8,242.8,64.5,125,1,0,0,8,8.5,7.5,8,8.5,7.5,8,8.5,7.5,8.5,9,8
"2655",9,22.61,32.2,9.5,336.4,97.3,129,1,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,8.5,9,8
"2656",9,19.53,32.5,5.8,243.8,64.5,125,1,0,0,8,8.5,7.5,8,8.5,7.5,8,8.5,7.5,8.5,9,8
"2657",10,22.59,32.2,9.5,336.4,97.3,129,1,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,8.5,9,8
"2658",9,19.36,32.5,4.3,253.4,64.5,125,1,0,0,9,9.5,8.5,8,8.5,7.5,8,8.5,7.5,8.5,9,8
"2659",10,22.54,32.2,9.5,338.6,97.3,129,1,0,0,10,10.5,9.5,9,9.5,8.5,9,9.5,8.5,8.5,9,8
"2660",17,19.33,32.5,4.3,245,64.5,123,1,0,0,9,9.5,8.5,9,9.5,8.5,8,8.5,7.5,8,8.5,7.5
"2661",14,22.53,32.2,9.5,334.8,97.3,132,1,0,0,10,10.5,9.5,10,10.5,9.5,9,9.5,8.5,9,9.5,8.5
"2662",17,19.23,32.5,4.3,246,64.5,125,1,0,0,17,17.5,16.5,9,9.5,8.5,9,9.5,8.5,9.5,10,9
"2663",14,22.51,32.2,9.5,334.8,97.3,132,1,0,0,14,14.5,13.5,10,10.5,9.5,10,10.5,9.5,9.5,10,9
"2664",17,19.19,32.5,4.3,239.9,64.5,125,1,0,0,17,17.5,16.5,17,17.5,16.5,9,9.5,8.5,9.5,10,9
"2665",14,22.49,32.2,9.5,334.8,97.3,135,1,0,0,14,14.5,13.5,14,14.5,13.5,10,10.5,9.5,9.5,10,9
"2666",17,19.03,32.5,4.3,250.3,64.5,135,1,0,0,17,17.5,16.5,17,17.5,16.5,17,17.5,16.5,15.5,16,15
"2667",14,22.42,32.2,9.5,333,97.3,135,1,0,0,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5,15.5,16,15
"2668",11,19,32.5,4.3,250.3,64.5,135,1,0,0,17,17.5,16.5,17,17.5,16.5,17,17.5,16.5,17,17.5,16.5
"2669",15,22.42,32.2,9.5,302,97.3,130,1,0,0,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5
"2670",10,18.96,32.5,4.3,250.3,64.5,135,1,0,0,11,11.5,10.5,17,17.5,16.5,17,17.5,16.5,17,17.5,16.5
"2671",14,22.39,32.2,9.5,270.8,97.3,130,1,0,0,15,15.5,14.5,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5
"2672",10,18.94,32.5,4.3,250,64.5,132,1,0,0,10,10.5,9.5,11,11.5,10.5,17,17.5,16.5,17,17.5,16.5
"2673",14,22.36,32.2,9.5,270.8,97.3,130,1,0,0,14,14.5,13.5,15,15.5,14.5,14,14.5,13.5,14,14.5,13.5
"2674",10,18.9,32.5,4.3,250,64.5,132,1,0,0,10,10.5,9.5,10,10.5,9.5,11,11.5,10.5,17,17.5,16.5
"2675",14,22.33,32.2,9.5,270.8,97.3,130,1,0,0,14,14.5,13.5,14,14.5,13.5,15,15.5,14.5,14,14.5,13.5
"2676",10,18.82,32.5,4.3,215.8,64.5,136,1,0,0,10,10.5,9.5,10,10.5,9.5,10,10.5,9.5,11,11.5,10.5
"2677",14,22.32,32.2,9.5,270.8,97.3,130,1,0,0,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5,15,15.5,14.5
"2678",9,18.8,32.5,4.3,215.8,64.5,136,1,0,0,10,10.5,9.5,10,10.5,9.5,10,10.5,9.5,10,10.5,9.5
"2679",13,22.34,32.2,9.5,270.8,97.3,130,1,0,0,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5
"2680",9,18.77,32.5,4.3,215.3,64.5,136,1,0,0,9,9.5,8.5,10,10.5,9.5,10,10.5,9.5,10,10.5,9.5
"2681",13,22.33,32.2,9.5,270.8,97.3,130,1,0,0,13,13.5,12.5,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5
"2682",9,18.75,32.5,4.3,212.5,64.5,119,1,0,0,9,9.5,8.5,9,9.5,8.5,10,10.5,9.5,10,10.5,9.5
"2683",13,22.33,32.2,9.5,259.6,97.3,111,1,0,0,13,13.5,12.5,13,13.5,12.5,14,14.5,13.5,14,14.5,13.5
"2684",9,18.72,32.5,4.3,212.5,64.5,119,1,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,10,10.5,9.5
"2685",13,22.28,32.2,7,259.6,97.3,139,1,0,0,13,13.5,12.5,13,13.5,12.5,13,13.5,12.5,14,14.5,13.5
"2686",9,18.59,32.5,3.6,212.5,64.5,119,1,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5
"2687",13,22.19,32.2,7,259.6,97.3,138,1,0,0,13,13.5,12.5,13,13.5,12.5,13,13.5,12.5,13,13.5,12.5
"2688",9,18.57,32.5,3.6,212.5,64.5,119,1,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5
"2689",13,22.2,32.2,7,209.6,97.3,137,1,0,0,13,13.5,12.5,13,13.5,12.5,13,13.5,12.5,13,13.5,12.5
"2690",8,18.54,32.5,3.6,212.5,64.5,119,1,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5
"2691",10,22.18,32.2,7,209.6,97.3,136,1,0,0,13,13.5,12.5,13,13.5,12.5,13,13.5,12.5,13,13.5,12.5
"2692",8,18.5,32.5,3.6,208.7,60.7,119,1,0,0,8,8.5,7.5,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5
"2693",10,22.17,32.2,7,201,97.3,135,1,0,0,10,10.5,9.5,13,13.5,12.5,13,13.5,12.5,13,13.5,12.5
"2694",8,18.48,32.5,3.6,207.7,59.7,119,1,0,0,8,8.5,7.5,8,8.5,7.5,9,9.5,8.5,9,9.5,8.5
"2695",10,22.15,32.2,7,201,97.3,134,1,0,0,10,10.5,9.5,10,10.5,9.5,13,13.5,12.5,13,13.5,12.5
"2696",8,18.47,32.5,3.6,148,24.6,130,1,0,0,8,8.5,7.5,8,8.5,7.5,8,8.5,7.5,9,9.5,8.5
"2697",10,22.15,32.2,7,188,97.3,131,1,0,0,10,10.5,9.5,10,10.5,9.5,10,10.5,9.5,13,13.5,12.5
"2698",9,18.45,32.5,3.6,143.4,24.6,130,1,0,0,8,8.5,7.5,8,8.5,7.5,8,8.5,7.5,8,8.5,7.5
"2699",12,22.16,32.2,7,188,97.3,130,1,0,0,10,10.5,9.5,10,10.5,9.5,10,10.5,9.5,10,10.5,9.5
"2700",9,18.42,32.5,3.6,143.1,24.6,135,1,0,0,9,9.5,8.5,8,8.5,7.5,8,8.5,7.5,8,8.5,7.5
"2701",12,22.16,32.2,7,188,97.3,129,1,0,0,12,12.5,11.5,10,10.5,9.5,10,10.5,9.5,10,10.5,9.5
"2702",9,18.39,32.5,3.6,143.1,24.6,135,1,0,0,9,9.5,8.5,9,9.5,8.5,8,8.5,7.5,8,8.5,7.5
"2703",12,22.16,32.2,7,188,97.3,128,1,0,0,12,12.5,11.5,12,12.5,11.5,10,10.5,9.5,10,10.5,9.5
"2704",9,18.34,32.5,3.6,143.1,24.6,135,1,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,8,8.5,7.5
"2705",12,22.16,32.2,7,188,97.3,130,1,0,0,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5,10,10.5,9.5
"2706",9,18.27,32.5,3.6,134.2,24.6,138,1,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,10.5,11,10
"2707",12,22.28,32.2,7,187.5,97.3,130,1,0,0,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5,10.5,11,10
"2708",14,18.24,32.5,3.6,131.9,24.6,93,1,0,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,10.5,11,10
"2709",16,22.28,32.2,7,187.5,97.3,130,1,0,0,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5,10.5,11,10
"2710",14,18.22,32.5,3.6,131.9,24.6,96,1,0,0,14,14.5,13.5,9,9.5,8.5,9,9.5,8.5,10.5,11,10
"2711",16,22.29,32.2,7,187.5,97.3,130,1,0,0,16,16.5,15.5,12,12.5,11.5,12,12.5,11.5,10.5,11,10
"2712",13,18.2,32.5,3.6,119.7,24.6,96,1,0,0,14,14.5,13.5,14,14.5,13.5,9,9.5,8.5,9,9.5,8.5
"2713",15,22.29,32.2,7,187.5,97.3,130,1,0,0,16,16.5,15.5,16,16.5,15.5,12,12.5,11.5,12,12.5,11.5
"2714",13,18.13,32.5,3.6,114.9,24.6,96,1,0,0,13,13.5,12.5,14,14.5,13.5,14,14.5,13.5,9,9.5,8.5
"2715",15,22.34,32.2,7,183.7,97.3,133,1,0,0,15,15.5,14.5,16,16.5,15.5,16,16.5,15.5,12,12.5,11.5
"2716",14,18.12,32.5,3.6,114.9,24.6,114,1,0,0,13,13.5,12.5,13,13.5,12.5,14,14.5,13.5,14,14.5,13.5
"2717",16,22.35,32.2,7,183.7,97.3,134,1,0,0,15,15.5,14.5,15,15.5,14.5,16,16.5,15.5,16,16.5,15.5
"2718",14,18.09,32.5,3.6,114.4,24.6,121,1,0,0,14,14.5,13.5,13,13.5,12.5,13,13.5,12.5,14,14.5,13.5
"2719",16,22.36,32.2,7,172.5,97.3,135,1,0,0,16,16.5,15.5,15,15.5,14.5,15,15.5,14.5,16,16.5,15.5
"2720",14,18.07,32.5,3.6,114.4,24.6,121,1,0,0,14,14.5,13.5,14,14.5,13.5,13,13.5,12.5,13,13.5,12.5
"2721",16,22.39,32.2,7,159.3,97.3,136,1,0,0,16,16.5,15.5,16,16.5,15.5,15,15.5,14.5,15,15.5,14.5
"2722",13,18.05,32.5,3.6,113.1,24.6,124,1,0,0,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5,13,13.5,12.5
"2723",15,22.39,32.2,7,139,97.3,137,1,0,0,16,16.5,15.5,16,16.5,15.5,16,16.5,15.5,15,15.5,14.5
"2724",13,18.02,32.5,3.6,102.4,24.6,126,1,0,0,13,13.5,12.5,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5
"2725",15,22.43,33.8,7,137.5,97.3,110,1,0,0,15,15.5,14.5,16,16.5,15.5,16,16.5,15.5,16,16.5,15.5
"2726",11,18,32.5,3.6,102.4,24.6,138,1,0,0,13,13.5,12.5,13,13.5,12.5,14,14.5,13.5,14,14.5,13.5
"2727",14,22.44,33.8,7,137.5,97.3,109,1,0,0,15,15.5,14.5,15,15.5,14.5,16,16.5,15.5,16,16.5,15.5
"2728",11,17.98,32.5,3.6,101.9,24.6,137,1,0,0,11,11.5,10.5,13,13.5,12.5,13,13.5,12.5,14,14.5,13.5
"2729",14,22.44,33.8,7,137.5,97.3,110,1,0,0,14,14.5,13.5,15,15.5,14.5,15,15.5,14.5,16,16.5,15.5
"2730",11,17.96,32.5,3.6,101.4,24.6,138,1,0,0,11,11.5,10.5,11,11.5,10.5,13,13.5,12.5,13,13.5,12.5
"2731",14,22.45,33.8,7,137.5,97.3,111,1,0,0,14,14.5,13.5,14,14.5,13.5,15,15.5,14.5,15,15.5,14.5
"2732",11,17.94,32.5,3.6,98.1,24.6,130,1,0,0,11,11.5,10.5,11,11.5,10.5,11,11.5,10.5,13,13.5,12.5
"2733",14,22.45,33.8,7,137.5,97.3,112,1,0,0,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5,15,15.5,14.5
"2734",11,17.91,32.5,3.6,98.1,24.6,130,1,0,0,11,11.5,10.5,11,11.5,10.5,11,11.5,10.5,11,11.5,10.5
"2735",14,22.47,33.8,7,137.5,97.3,115,1,0,0,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5
"2736",12,17.9,32.5,3.6,98.1,24.6,130,1,0,0,11,11.5,10.5,11,11.5,10.5,11,11.5,10.5,11,11.5,10.5
"2737",14,22.5,33.8,7,137.5,97.3,116,1,0,0,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5
"2738",12,17.9,32.5,3.6,98.1,24.6,135,1,0,0,12,12.5,11.5,11,11.5,10.5,11,11.5,10.5,11,11.5,10.5
"2739",14,22.51,33.8,7,137.5,97.3,117,1,0,0,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5
"2740",12,17.89,32.5,3.6,98.1,24.6,135,1,0,0,12,12.5,11.5,12,12.5,11.5,11,11.5,10.5,11,11.5,10.5
"2741",14,22.53,33.8,7,137.5,97.3,118,1,0,0,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5
"2742",11,17.88,32.5,3.6,98.1,24.6,137,1,0,0,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5,11,11.5,10.5
"2743",13,22.54,33.8,7,137.5,97.3,119,1,0,0,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5
"2744",11,17.89,32.5,3.6,97.3,24.6,134,1,0,0,11,11.5,10.5,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5
"2745",13,22.58,34.6,7,137.5,97.3,122,1,0,0,13,13.5,12.5,14,14.5,13.5,14,14.5,13.5,14,14.5,13.5
"2746",12,22.59,34.6,7,137.5,97.3,123,1,0,0,13,13.5,12.5,13,13.5,12.5,14,14.5,13.5,14,14.5,13.5
"2748",12,22.61,34.6,7,137.5,97.3,124,1,0,0,12,12.5,11.5,13,13.5,12.5,13,13.5,12.5,14,14.5,13.5
"2750",12,22.61,34.6,7,137.5,97.3,125,1,0,0,12,12.5,11.5,12,12.5,11.5,13,13.5,12.5,13,13.5,12.5
"2752",12,22.61,34.6,7,137.5,97.3,126,1,0,0,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5,13,13.5,12.5
"2754",12,22.63,34.6,7,40.2,19.1,129,1,0,0,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5
"2756",12,22.66,34.6,7,40.2,19.1,130,1,0,0,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5
"2758",12,22.69,34.6,7,34.1,19.1,131,1,0,0,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5
"2760",12,22.71,34.6,7,34.1,19.1,132,1,0,0,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5
"2762",11,22.73,34.6,7,34.1,19.1,133,1,0,0,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5,12,12.5,11.5
"2764",11,22.8,34.6,7,34.1,19.1,137,1,0,0,11,11.5,10.5,12,12.5,11.5,12,12.5,11.5,12.5,13,12
"2766",9,22.78,34.6,7,34.1,19.1,138,1,0,0,11,11.5,10.5,11,11.5,10.5,12,12.5,11.5,12.5,13,12
"2768",9,22.81,34.6,7,15,5.6,129,1,0,0,9,9.5,8.5,11,11.5,10.5,11,11.5,10.5,11.5,12,11
"2770",9,22.82,34.6,7,15,5.6,130,0,1,0,9,9.5,8.5,9,9.5,8.5,11,11.5,10.5,11,11.5,10.5
"2772",9,22.94,34.6,7,15,5.6,133,0,1,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,11,11.5,10.5
"2774",5,22.99,36,7,13.2,5.6,134,0,1,0,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5
"2776",5,23.02,36.2,7,13.2,5.6,135,0,1,0,5,5.5,4.5,9,9.5,8.5,9,9.5,8.5,9,9.5,8.5
"2778",5,23.06,36.2,7,13.5,5.6,132,0,1,0,5,5.5,4.5,5,5.5,4.5,9,9.5,8.5,9,9.5,8.5
"2780",5,23.08,36.2,7,13.5,5.6,137,0,1,0,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5,9,9.5,8.5
"2782",5,23.18,36.2,7,11.7,5.6,126,0,1,0,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5
"2784",4.5,23.22,36.2,7,8.9,5.6,130,0,1,0,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5
"2786",4.5,23.26,36.2,7,8.9,5.6,130,0,1,0,4.5,5,4,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5
"2788",4.5,23.31,36.2,7,8.9,5.6,130,0,1,0,4.5,5,4,4.5,5,4,5,5.5,4.5,5,5.5,4.5
"2790",4,18.33,36,3.6,65.5,24.6,123,0,1,0,4.75,5.25,4.25,4.75,5.25,4.25,4.75,5.25,4.25,5.5,6,5
"2792",4,18.38,36,3.6,65.5,24.6,126,0,1,0,4,4.5,3.5,4.75,5.25,4.25,4.75,5.25,4.25,4.75,5.25,4.25
"2794",3,18.4,36,3.6,65.5,24.6,127,0,1,0,4,4.5,3.5,4,4.5,3.5,4.75,5.25,4.25,4.75,5.25,4.25
"2796",3,18.41,36,3.6,65.5,24.6,128,0,1,0,3,3.5,2.5,4,4.5,3.5,4,4.5,3.5,4.75,5.25,4.25
"2798",3,18.42,36,3.6,65.5,24.6,129,0,1,0,3,3.5,2.5,3,3.5,2.5,4,4.5,3.5,4,4.5,3.5
"2800",3,18.46,36,3.6,65.5,24.6,130,0,1,0,3,3.5,2.5,3,3.5,2.5,3,3.5,2.5,4,4.5,3.5
"2802",3,18.6,36,3.6,41.9,24.6,133,0,1,0,3,3.5,2.5,3,3.5,2.5,3,3.5,2.5,3,3.5,2.5
"2804",3,18.64,36,3.6,41.9,24.6,134,0,1,0,3,3.5,2.5,3,3.5,2.5,3,3.5,2.5,3,3.5,2.5
"2806",3,18.69,36,3.6,41.9,24.6,135,0,1,0,3,3.5,2.5,3,3.5,2.5,3,3.5,2.5,3,3.5,2.5
"2808",3,18.95,36,3.6,40.6,24.6,107,0,1,0,3,3.5,2.5,3,3.5,2.5,3.25,3.75,2.75,3.25,3.75,2.75
"2810",3,18.98,36,3.6,40.6,24.6,108,0,1,0,3,3.5,2.5,3,3.5,2.5,3,3.5,2.5,3.25,3.75,2.75
"2812",3.5,19.01,36,3.6,42.4,24.6,108,0,1,0,3,3.5,2.5,3,3.5,2.5,3,3.5,2.5,3,3.5,2.5
"2814",3.5,19.06,36,3.6,42.4,24.6,108,0,1,0,3.5,4,3,3,3.5,2.5,3,3.5,2.5,3,3.5,2.5
"2816",3.5,19.08,36,3.6,42.4,24.6,111,0,1,0,3.5,4,3,3.5,4,3,3,3.5,2.5,3,3.5,2.5
"2818",3.5,19.22,36,3.6,42.7,24.6,112,0,1,0,3.5,4,3,3.5,4,3,3.5,4,3,3,3.5,2.5
"2858",4,19.12,39,-4.4,0.5,0.5,127,0,1,0,3.5,4,3,3.5,4,3,3.5,4,3,3.5,4,3
"2860",4,19.23,39,-4.4,0.5,0.5,126,0,1,0,4,4.5,3.5,3.5,4,3,3.5,4,3,3.5,4,3
"2862",4,19.34,39,-4.4,0.5,0.5,125,0,1,0,4,4.5,3.5,4,4.5,3.5,3.5,4,3,3.5,4,3
"2864",4,19.56,39,-4.4,0.5,0.5,122,0,1,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,3.5,4,3
"2866",4,19.74,39,-4.4,0.5,0.5,121,0,1,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2868",4,19.9,39.2,-3.1,0.5,0.5,120,0,1,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2870",4,20.03,39.2,-3.1,0.5,0.5,119,0,1,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2872",4,20.18,39.2,-1.7,0.5,0.5,118,0,1,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2874",4,20.68,40.3,-1.2,0.5,0.5,115,0,1,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2876",4.5,20.85,40.3,-1.2,0.5,0.5,114,0,1,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2878",4.5,20.97,40.3,-1.2,0.5,0.5,113,0,1,0,4.5,5,4,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2880",4.5,21.05,40.3,-1.2,0.5,0.5,112,0,1,0,4.5,5,4,4.5,5,4,4,4.5,3.5,4,4.5,3.5
"2882",4.5,21.19,40.3,-1.2,1.3,0.5,111,0,1,0,4.5,5,4,4.5,5,4,4.5,5,4,4,4.5,3.5
"2884",4.5,21.43,40.3,-1.2,1.3,0.8,108,0,1,0,4.5,5,4,4.5,5,4,4.5,5,4,4.5,5,4
"2886",4.5,21.5,40.3,-1.2,3.1,0.8,107,0,1,0,4.5,5,4,4.5,5,4,4.5,5,4,4.5,5,4
"2888",4.5,21.62,40.3,-1.2,3.9,1.8,106,0,1,0,4.5,5,4,4.5,5,4,4.5,5,4,4.5,5,4
"2890",4.5,21.71,40.3,-1.2,9,2.6,105,0,1,0,4.5,5,4,4.5,5,4,4.5,5,4,4.5,5,4
"2892",4.5,21.76,40.3,-1.2,10,7.7,104,0,1,0,4.5,5,4,4.5,5,4,4.5,5,4,4.5,5,4
"2894",4.5,21.99,40.3,-1.2,15.1,8.4,101,0,0,1,4.5,5,4,4.5,5,4,4.5,5,4,4.5,5,4
"2896",5,22.09,40.3,-1.2,15.1,8.4,100,0,0,1,4.5,5,4,4.5,5,4,4.5,5,4,4.5,5,4
"2898",5,22.2,40.3,-1.2,15.1,8.4,99,0,0,1,5,5.5,4.5,4.5,5,4,4.5,5,4,4.5,5,4
"2900",5,22.32,40.3,-0.4,16.1,8.4,98,0,0,1,5,5.5,4.5,5,5.5,4.5,4.5,5,4,4.5,5,4
"2902",6.5,22.39,40.3,-0.4,16.1,8.4,97,0,0,1,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5,4.5,5,4
"2904",6.5,22.71,40.3,-0.4,28.6,12.5,94,0,0,1,6.5,7,6,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5
"2906",7,22.77,40.4,-0.4,28.6,12.5,93,0,0,1,6.5,7,6,6.5,7,6,5,5.5,4.5,5,5.5,4.5
"2908",7,22.84,40.4,-0.4,30.4,12.5,92,0,0,1,7,7.5,6.5,6.5,7,6,6.5,7,6,5,5.5,4.5
"2910",7,22.91,40.4,-0.4,30.4,12.5,91,0,0,1,7,7.5,6.5,7,7.5,6.5,6.5,7,6,6.5,7,6
"2912",7,22.97,40.4,-0.4,30.4,12.5,90,0,0,1,7,7.5,6.5,7,7.5,6.5,7,7.5,6.5,6.5,7,6
"2914",7,23.05,40.4,-0.4,30.4,12.5,87,0,0,1,7,7.5,6.5,7,7.5,6.5,7,7.5,6.5,7,7.5,6.5
"2916",6.5,23.06,40.4,-0.4,30.4,12.5,86,0,0,1,7,7.5,6.5,7,7.5,6.5,7,7.5,6.5,7,7.5,6.5
"2918",6.5,23.04,40.4,-0.4,37.5,12.5,56,0,0,1,6.5,7,6,7,7.5,6.5,7,7.5,6.5,7,7.5,6.5
"2920",6.5,23.05,40.4,-0.4,43.6,12.5,55,0,0,1,6.5,7,6,6.5,7,6,7,7.5,6.5,7,7.5,6.5
"2922",6.5,23.12,40.4,-0.4,43.6,13.2,54,0,0,1,6.5,7,6,6.5,7,6,6.5,7,6,7,7.5,6.5
"2924",6.5,23.14,40.4,-0.4,43.6,13.2,51,0,0,1,6.5,7,6,6.5,7,6,6.5,7,6,6.5,7,6
"2926",6.5,23.16,40.4,-0.4,43.6,13.2,50,0,0,1,6.5,7,6,6.5,7,6,6.5,7,6,6.5,7,6
"2928",6.5,23.19,40.4,-0.4,52.5,13.2,49,0,0,1,6.5,7,6,6.5,7,6,6.5,7,6,6.5,7,6
"2930",6.5,23.24,40.4,-0.4,52.5,13.2,48,0,0,1,6.5,7,6,6.5,7,6,6.5,7,6,6.5,7,6
"2932",6,23.29,40.4,-0.4,52.5,13.2,47,0,0,1,6.5,7,6,6.5,7,6,6.5,7,6,6.5,7,6
"2934",6,23.41,40.4,-0.4,60.1,13.2,44,0,0,1,6,6.5,5.5,6.5,7,6,6.5,7,6,6.5,7,6
"2936",5.5,23.46,40.4,-0.4,66.2,13.2,43,0,0,1,6,6.5,5.5,6,6.5,5.5,6.5,7,6,6.5,7,6
